customer_id,age,monthly_charges,total_charges,contract_length_months,internet_service,online_security,tech_support,num_complaints,customer_service_calls,account_age_months,payment_method,paperless_billing,service_quality_score,avg_response_time_hours,churn,lifetime_value,subscription_score
168,68,101.15093946881898,1183.1666752590925,12,No,No,No,1,4,26,Credit card,Yes,7.769105544237647,0.7435851477034424,0,2117.5106894979326,187.96562975716603
169,49,35.19674529208733,4328.950038475474,12,No,Yes,Yes,3,0,13,Bank transfer,No,1.7121636052721532,10.381080461934335,0,548.4772302531243,0.0
170,56,142.17817606975177,1800.0947889361762,12,No,No,No,1,8,58,Credit card,No,6.908243657771484,0.0781209830054066,0,8195.818999037063,105.6848303244608
171,66,101.60204689928432,195.75411968675684,1,Fiber optic,No,Yes,2,4,18,Bank transfer,Yes,1.166115029859498,0.35412499398799774,0,1344.4584447307823,70.23850163820626
172,69,63.537729905421195,2005.4915150363777,12,DSL,No,No,0,5,67,Bank transfer,No,8.486992573810566,4.461317158289141,0,4030.5224851580797,35.00415343049589
173,49,38.105369446240346,7809.402663789425,24,Fiber optic,No,No,2,1,3,Bank transfer,No,2.5722966720140317,0.12494870528019056,0,23.394400011734717,98.96591473658602
174,21,123.22327460513847,6432.143183875618,1,Fiber optic,No,No,4,9,55,Check,No,5.639477283792914,4.35756340717537,1,4913.2263476512535,31.71317289762341
175,47,100.60945827070675,7680.655490136164,12,Fiber optic,Yes,No,0,9,58,Bank transfer,No,3.3534361335485743,2.512087019590666,1,4049.4964157882882,39.54112325684276
176,54,89.3499419569218,3954.0469470182634,24,Fiber optic,No,No,2,0,63,Electronic check,No,7.503824818549616,0.07474757077040552,0,5658.670606153894,97.50614434394654
177,40,136.2060357966245,966.9159695522777,24,DSL,No,No,4,3,52,Credit card,Yes,3.8921599017074913,1.1218534436574146,0,7011.488188856509,20.971597391001957
178,56,122.517637459189,4428.879962892174,1,No,No,No,2,6,24,Electronic check,No,7.521482742294855,2.8086842941206958,0,3158.0041538817004,83.6289962197432
179,62,39.717734365257655,3689.580943023691,1,Fiber optic,No,No,4,5,9,Check,Yes,3.5638408615192887,1.7498191536544168,0,461.66584061015874,62.76689643978145
180,32,60.52386881342127,6770.420953642966,1,DSL,No,No,4,9,37,Credit card,No,7.77225781842184,5.493726304094691,0,2271.954242453387,124.24038905059626
181,60,52.30358817588055,874.8523881955323,12,DSL,No,No,0,0,53,Bank transfer,Yes,1.2754494670321381,4.044520531317123,0,2543.4635730824175,106.31179824506295
182,46,116.71301803444801,3957.1049824720476,12,Fiber optic,Yes,Yes,1,0,24,Credit card,Yes,3.549802018364636,0.8088741794028486,0,2825.080315852961,168.5363196800165
183,53,24.35921651565132,1285.3844510824756,1,DSL,No,No,4,7,21,Check,Yes,5.48770155796251,0.1768477201925989,0,1067.9179079045266,10.603738269170748
184,30,94.08565903327114,2664.9398224314737,24,Fiber optic,No,No,4,3,40,Check,No,1.4055362372775293,5.774008296571447,0,3922.4798186307085,49.888753228252355
185,49,119.11962914628977,5925.120911363617,12,DSL,No,Yes,0,4,62,Electronic check,No,2.6743065523415077,1.4566650474782434,0,7237.548450343468,200.0
186,24,133.9795327790274,3860.5432220132557,1,DSL,Yes,Yes,1,6,70,Credit card,Yes,9.41083283477083,0.15462107304846306,0,9749.059272574597,62.75842451941881
187,68,64.47062733306797,3069.5174526515775,12,Fiber optic,No,Yes,3,7,69,Credit card,No,9.791508386621704,3.3919055166235563,1,2957.252575895725,30.894180646026726
188,39,126.76344960736166,3216.362600703279,12,Fiber optic,Yes,No,3,9,14,Credit card,No,7.657749526514371,4.057595270616042,0,1917.5491026452669,153.2605813787894
189,45,34.38212580417694,3729.6294704072943,1,DSL,Yes,No,1,6,42,Electronic check,No,3.2698004555522155,2.040108603194858,0,1434.8093176251784,104.18466024118172
190,19,130.03879792548736,6301.630696312749,1,No,No,No,2,1,50,Check,Yes,3.344657008923721,1.1866361464169686,1,4587.783744654503,63.68225398839978
191,59,36.57352610315772,7147.469042627852,24,Fiber optic,Yes,Yes,0,3,61,Bank transfer,No,6.812113220155656,2.170442770658979,0,2274.7510359245753,89.01322398597027
192,62,71.64734777284775,7647.144023381034,12,DSL,No,No,1,9,4,Credit card,Yes,2.058396549388316,2.4530074308067213,1,151.09888848165457,72.6677422522283
193,74,123.64839755134197,6316.536751416831,12,DSL,Yes,Yes,3,0,17,Electronic check,No,9.5347844238733,4.47041293166878,0,2024.1548168384816,137.95722990500542
194,70,39.489265555340594,2591.7144764093005,12,No,No,No,4,9,57,Electronic check,Yes,3.023316095591661,6.240853896167725,1,1312.2548787454568,44.11289306996929
195,23,49.80268138024339,5536.264178083683,1,No,Yes,No,3,8,48,Bank transfer,Yes,9.996720628828994,1.4444144558513217,0,2165.5249002095757,54.0013941543546
196,45,113.89283389109862,3557.064680037596,1,DSL,Yes,Yes,4,2,44,Check,No,5.461604157722144,3.2038775381258944,0,5078.077431063983,60.845387130344065
197,45,113.60474975098967,2111.897914163804,12,DSL,Yes,No,0,2,45,Credit card,Yes,7.942869900936428,6.6769836032009895,0,4975.670875563852,129.13881189023093
198,61,103.34919227508865,6742.885477464789,1,No,Yes,Yes,4,9,33,Credit card,Yes,1.0196568505500152,0.3279655022464102,0,3228.521367386945,53.47944937422557
199,61,110.213297780723,403.56815680236747,1,Fiber optic,Yes,No,1,8,31,Electronic check,No,8.998717642764777,0.03687380313227985,1,2957.0933419592925,78.96726978741478
200,37,90.5541776351875,7223.919737869845,24,Fiber optic,Yes,No,4,9,47,Check,Yes,3.430018403025224,4.064562901738396,1,3477.1015292525826,44.2415358832215
201,47,52.73387765790386,3745.6719705354,24,Fiber optic,No,No,2,2,6,Credit card,Yes,7.011430700932587,0.43450520725647723,0,432.56808487667945,200.0
202,28,64.94047915550954,5133.8916667854155,24,No,Yes,Yes,1,7,71,Bank transfer,Yes,8.257197527142306,0.08681476466351036,0,4755.076367658941,72.62105628419303
203,72,43.60770318418534,5308.895985425684,24,No,No,Yes,0,1,34,Check,Yes,2.4773296650310184,0.34893568657365603,0,1320.1785800496673,79.45548842499953
204,45,138.0985729733717,7171.430151581638,1,Fiber optic,No,No,1,2,53,Check,Yes,4.982585331963061,0.9693897541541078,1,4886.408869591172,114.16756000076465
205,42,95.84093331959566,5129.690489120938,24,DSL,No,Yes,2,1,14,Electronic check,Yes,5.44452346586731,0.49504078786132144,0,1273.7059012555776,0.0
206,56,72.11068417927319,4950.075319604488,1,DSL,No,No,0,0,16,Electronic check,No,3.809075188052841,0.7284168679588366,1,807.6989736627696,59.13122864843403
207,50,80.06075447373725,626.5511204294507,24,Fiber optic,No,No,3,1,43,Credit card,Yes,5.335802467560833,7.4014224631042405,0,3585.227954277959,110.22104724264966
208,18,143.146834149536,4195.423373367112,24,No,Yes,Yes,2,7,12,Electronic check,Yes,3.8579109188980425,2.437533691416775,1,836.3661066428007,71.07978131286
209,74,39.935682405090425,1286.335106454629,24,Fiber optic,Yes,Yes,0,8,70,Check,Yes,4.246729705496883,2.490921487279227,1,2386.29787142853,162.7091955211573
210,44,96.20987816218364,5925.726772899736,24,Fiber optic,No,No,4,1,19,Credit card,Yes,7.023980608324651,0.19894548692981437,0,1877.592628418596,81.28560294934846
211,74,85.76552825498058,4146.553174420129,12,DSL,Yes,No,1,6,41,Credit card,No,6.693339414744973,2.634270834856814,0,3206.2473183444954,104.23950715815383
212,69,99.48905060650422,5473.7994557459915,1,DSL,Yes,No,0,4,53,Check,No,3.090391532177727,2.689110052067104,0,5304.4146412144955,77.57959349934085
213,30,22.354323896709268,429.2159147588357,12,Fiber optic,Yes,No,1,2,29,Credit card,Yes,9.077345963158821,2.1561199931559334,0,467.78522038582366,134.47651379981997
214,58,133.37610816273968,769.8569267618454,12,DSL,Yes,No,4,8,70,Bank transfer,Yes,8.765096911042516,0.5186720779425521,0,9141.819552043127,25.541384378499494
215,20,141.1753767228696,5758.95476569519,1,DSL,Yes,Yes,0,5,59,Bank transfer,Yes,5.581749760209565,1.099951432977481,0,8116.8668492144125,122.28070293343715
216,56,93.46731386659717,669.4662543895196,12,Fiber optic,No,No,3,0,64,Credit card,No,4.899256684261753,3.745198899983799,0,5930.610895098385,45.63121277963244
217,23,110.564607103996,662.9281493455429,24,Fiber optic,Yes,No,2,4,24,Electronic check,Yes,4.391703846856979,2.218547618517711,1,2278.028537497968,32.59535971252127
218,25,139.92491955304843,195.65695435561085,1,DSL,No,Yes,0,6,16,Bank transfer,Yes,7.365411267997952,2.639282417283255,0,2257.3317805775964,108.95041826891338
219,44,111.94102246074182,7656.361046565893,24,Fiber optic,Yes,Yes,4,3,52,Credit card,Yes,7.044994514885234,1.7704292700198376,0,5959.711129144559,109.917597106013
220,26,39.83007557885398,5926.3160397261545,24,No,Yes,Yes,0,7,6,Bank transfer,No,2.765625462441808,1.1941712902307853,0,426.68330983941894,108.23777907743013
221,54,94.91748682168571,2890.686127166307,24,No,No,Yes,1,9,37,Electronic check,No,7.043122281703251,2.846348356377542,0,3482.995746690534,147.72530458133858
222,50,98.87295602977126,2442.631092172476,24,No,Yes,No,0,4,4,Check,No,3.2718807469183595,0.14068573828981742,0,163.28782043081745,68.01323919185839
223,68,75.13698726931018,2862.6555149922115,12,Fiber optic,No,No,3,8,38,Credit card,Yes,1.16702502871173,2.236573532966786,1,1678.8955246804185,39.67639361060623
224,59,115.73775063121397,6219.762896331336,24,No,No,Yes,0,8,41,Credit card,Yes,7.292878097836393,11.75949421165777,0,4667.7573391464075,200.0
225,61,141.46771191997192,5324.827827456274,24,DSL,Yes,No,2,8,14,Credit card,Yes,6.803142422146746,3.030001040141641,0,2209.3352295559966,170.30087597254692
226,41,140.32390667788093,1563.0449861529967,1,Fiber optic,No,No,0,0,71,Credit card,No,4.697283361369073,0.686568604708477,0,10150.075804139471,73.8464225981785
227,32,78.60911828253717,1475.4637491392664,12,Fiber optic,Yes,No,1,1,51,Credit card,No,5.731174503275555,0.650960328005337,0,4060.341158014617,77.4291997176293
228,71,34.720945959298184,877.3256327358388,24,Fiber optic,No,No,0,2,65,Credit card,Yes,9.524522725351837,2.200538985706238,0,2334.637210666124,200.0
229,49,148.0293558651035,5316.391485640571,1,DSL,Yes,Yes,3,3,52,Electronic check,Yes,6.356801628148939,4.523927971864433,0,7670.1616328962355,119.43193433782014
230,49,129.05675123797144,6138.544031551714,12,DSL,No,No,4,9,30,Check,Yes,6.920955418028783,1.725261749041423,1,2613.895377239801,58.83113902402931
231,41,36.206148556424694,2193.8667837675316,12,Fiber optic,Yes,No,0,8,57,Electronic check,Yes,1.5752018885422698,1.4990215075766988,0,1916.1137519454319,73.48103163053483
232,58,139.7094447402584,265.4651921442112,1,DSL,No,Yes,0,9,30,Electronic check,Yes,2.493950146076127,0.3496215878683241,0,3896.993293347383,104.3245900988964
233,69,133.0865270680767,749.156173063776,12,Fiber optic,No,Yes,2,5,42,Check,Yes,3.7085704877042938,2.5137414751956455,1,4272.169059126479,96.6682391579684
234,66,87.44894742638938,7746.094275275741,24,DSL,No,Yes,3,0,11,Electronic check,Yes,5.8544138622532875,2.423328748431333,0,996.1626151517486,75.17725444476677
235,66,96.8658066468408,2434.01374207162,12,Fiber optic,No,Yes,4,8,27,Bank transfer,Yes,7.989318063849891,6.819551683352342,0,2526.883728333282,71.75451912339625
236,69,71.87035150311694,6176.862867921255,1,No,No,No,1,5,24,Electronic check,No,3.891167900097283,0.713899061284606,0,2089.121743233303,72.7183013651241
237,29,27.119013046864072,5034.842193948683,1,No,No,No,0,3,39,Credit card,Yes,4.207441874308966,2.8248288903398246,1,1142.7455423318402,133.09656047823592
238,56,63.57564141396712,3117.3231532578775,12,DSL,Yes,No,4,3,18,Bank transfer,Yes,3.3053579665637396,1.138553019792208,0,1693.393216053083,20.564485184392552
239,19,124.3709483177415,1724.9293713448853,24,Fiber optic,Yes,No,1,2,45,Bank transfer,Yes,3.291483963657753,1.6350312673869491,0,5547.027184630785,41.944543028503176
240,20,20.602162990598373,1058.9527034593107,1,Fiber optic,Yes,No,3,6,12,Check,No,9.539774613053169,3.3905783499669404,0,268.27211044306574,187.08698508993936
241,66,63.354892319848744,4958.602447507046,12,No,No,No,3,2,49,Electronic check,No,6.71911461657001,0.5020447719076306,1,2303.263991069774,99.2741369942419
242,54,71.76193016682262,6219.606867038525,1,Fiber optic,No,No,4,1,31,Electronic check,Yes,2.4031111918595216,0.8397429856458235,0,2557.0568618210555,141.0776225210755
243,66,89.86142838192997,5186.843602974933,12,Fiber optic,No,Yes,1,9,22,Bank transfer,Yes,7.500237202758339,2.968331934894944,0,1989.3560599938046,21.387761562897836
244,73,139.58123013365886,4289.386852668351,24,Fiber optic,Yes,No,3,7,44,Electronic check,Yes,7.498190290240261,1.690071113996069,1,4102.430916709752,21.51187053174786
245,34,65.02497926757496,431.4146651099265,24,DSL,No,No,4,3,64,Electronic check,No,6.998231764483346,0.19395355280164708,0,4010.9227569713194,110.32559282867354
246,66,65.1039162465096,7751.061342995632,1,DSL,Yes,Yes,3,7,25,Check,No,2.2124840058159725,1.124890106794851,0,1863.0841960405164,48.26324236718493
247,19,115.8751622542673,6409.842114071139,12,No,Yes,No,3,0,51,Bank transfer,No,4.671923351226282,1.766840435773324,0,6033.840313598564,34.49088365709986
248,19,78.78833231567492,2413.2940899376213,1,Fiber optic,No,No,3,4,7,Credit card,Yes,1.960806974449718,4.805193577037486,1,351.48080584871104,115.51122366011344
249,45,49.19862698219765,7841.76560193492,12,Fiber optic,No,No,2,8,6,Bank transfer,No,8.349584536829228,0.4177123324878238,0,247.45573957590787,69.30200983309022
250,71,78.81713709725014,4854.864558126945,12,No,No,No,1,0,24,Check,No,6.896549288601274,3.279309436513126,0,1857.0381826212729,200.0
251,40,38.31141264937398,4701.138999837247,1,No,No,No,4,3,19,Check,No,5.564835430910366,0.27996024342523906,1,757.349594214394,71.99694196841156
252,54,42.93030824580903,6009.778117493303,1,Fiber optic,Yes,No,4,5,9,Check,Yes,4.0871392885053694,0.5547656777519062,1,112.67035272615175,4.200586028248495
253,49,84.78781045613236,6512.9813259120865,12,DSL,No,No,1,9,36,Electronic check,Yes,2.6582452704499007,0.5576928004209813,0,2809.6789562568956,45.829036230142265
254,50,74.46030843559123,5286.180997918871,24,Fiber optic,Yes,No,1,7,40,Bank transfer,Yes,1.958028299497971,4.198948868202137,0,3341.7740921394743,148.27187779152143
255,18,138.929967138853,1111.9563962929801,24,No,No,No,1,2,24,Electronic check,Yes,9.723165467832096,0.44383283913436056,1,2339.034342340662,141.89797199040387
256,36,67.1112068851623,2772.3132973565375,1,Fiber optic,No,No,1,4,48,Electronic check,Yes,2.7968377776042077,3.092557499836975,0,3205.472178659381,143.99174578781637
257,19,95.47648553614565,7431.860758575793,24,No,Yes,No,0,6,63,Bank transfer,No,1.538871640492471,1.2390743625354206,1,4344.71143608757,164.33297736385603
258,70,102.19435742953895,1874.4633335664303,12,DSL,Yes,No,4,0,69,Check,No,9.655000949642467,14.005820095810398,0,6853.628590931272,113.21884510434039
259,61,21.702279356483373,3040.1194883163553,12,DSL,No,No,0,6,53,Credit card,No,5.940565672220444,3.6538387803179666,0,1300.3200060489141,118.36487773145338
260,43,106.25985836217238,3513.4073752591485,24,Fiber optic,No,Yes,3,7,54,Credit card,Yes,8.169910614920287,2.69186501745682,0,5661.486903691153,79.11087804035819
261,49,43.14467569306768,3571.299418586172,24,DSL,No,Yes,3,7,42,Bank transfer,Yes,1.393892624784867,4.091646936581279,1,1493.5879727129914,62.75602221437184
262,23,144.93914127102917,4942.222701706752,24,DSL,Yes,Yes,4,8,45,Bank transfer,No,6.102512717316892,2.010409977866476,0,6215.514536862277,140.11660293853836
263,49,39.326154607904684,7550.29911818319,12,Fiber optic,Yes,No,3,5,14,Check,Yes,4.583889677061956,3.7113452554559854,0,640.6994021038918,15.319297451179295
264,72,73.90113608451308,2001.4724234767891,12,DSL,No,Yes,1,5,29,Bank transfer,Yes,7.947679909148952,0.605258040152325,0,2096.886432212758,144.5390572558956
265,21,31.0954568502237,1059.8608727772526,24,No,No,Yes,0,1,6,Bank transfer,No,1.3458308107515273,0.20562355756679704,0,45.64408147667584,116.5606178289258
266,72,149.59365273997315,1660.0168698935047,1,DSL,Yes,No,1,2,7,Check,No,4.615215117054529,1.9138713543801575,1,887.2778142684163,25.712365451588326
267,28,85.28535134306154,7106.706711653229,12,DSL,No,No,3,3,37,Check,Yes,8.191660775375764,1.1407634406680283,0,3125.8936151225666,67.15999960399552
268,73,97.40005225160569,5201.905419976128,12,Fiber optic,Yes,No,0,3,53,Electronic check,No,5.7042753817453296,1.1117882274520718,0,5255.4053289664735,102.507147719581
269,34,28.719942060495573,2358.663634989365,12,DSL,No,Yes,1,7,18,Bank transfer,No,5.950348668987435,1.496253901968902,0,770.1013412461809,149.8042659919114
270,55,117.49486115189312,6545.980817852076,1,Fiber optic,No,No,4,0,38,Credit card,No,1.8744821376936895,0.8968995401597947,0,4623.103852616062,101.94340266159057
271,41,47.287727102426146,6904.8229712711445,1,DSL,No,No,1,9,59,Bank transfer,No,2.1909750050808223,1.9673173384362268,0,2573.901672033715,0.0
272,22,136.7470576272928,6787.463275653196,24,No,Yes,No,3,3,1,Credit card,Yes,7.092996448292073,0.0620906498743902,1,0.0,134.7040757340949
273,69,46.66815326266094,7359.519615752481,1,DSL,No,No,0,3,68,Credit card,No,7.075419600609279,7.005885006930182,0,3265.292691211321,173.0997560458929
274,51,44.78940368627666,2092.7040593695565,12,Fiber optic,Yes,No,4,0,44,Credit card,Yes,9.81193054827046,5.172789135165632,0,2129.5091425108976,147.41477820969243
275,23,24.751456820252336,6064.831237095598,1,Fiber optic,Yes,Yes,0,2,47,Electronic check,Yes,7.407576892589954,5.475066036243159,0,1085.1272153650793,160.89791335560233
276,39,81.3687028642999,3738.262028465706,1,DSL,No,Yes,4,4,35,Check,No,5.439191463401025,0.9082715699216931,0,2887.4752961560675,119.03552396367814
277,28,93.42934732414014,6751.788567831486,1,DSL,No,Yes,0,5,60,Check,Yes,8.715950411801977,1.5181080274980676,0,5644.078260727203,200.0
278,65,28.54212312568581,5855.076349576744,1,No,No,No,3,8,52,Electronic check,No,1.9402568723434261,6.1639142351232445,1,1105.11311878598,0.0
279,33,120.81859017035137,6233.9348273478245,24,No,No,No,4,8,8,Check,No,5.0436623880662905,4.652650475417507,1,440.79463080075834,53.91308394091778
280,50,78.9275485172436,5283.678517680465,1,DSL,No,No,2,8,41,Electronic check,No,3.583981998348128,3.1236251947918263,1,1982.2142163389951,61.94741869012415
281,26,88.17073501258541,1501.6872788106843,24,Fiber optic,Yes,Yes,0,0,3,Bank transfer,No,1.9417402623486302,1.0462404196325132,0,0.0,86.8965669450204
282,23,77.29915710196966,4405.712659285813,12,Fiber optic,Yes,No,0,8,69,Electronic check,Yes,7.871518762483297,1.6617827465615524,0,5354.754059113889,116.24674773215266
283,33,72.09919791379238,7878.8909422436145,12,Fiber optic,Yes,No,1,7,14,Check,Yes,5.597128274489955,3.1492274904257203,1,433.73409412565326,118.11620751278953
284,46,92.75324307006832,7505.3657253272395,12,Fiber optic,No,No,4,1,26,Check,Yes,6.010918479077416,0.6376906032796188,0,2838.9294469647953,20.256909922200734
285,20,40.18123197099263,441.0725127963922,12,DSL,No,No,2,0,70,Bank transfer,Yes,4.701296691192961,1.9694034465943284,0,2943.5094488627365,141.14147653378373
286,37,43.65065696438525,1402.0370442625533,24,DSL,Yes,Yes,3,0,58,Electronic check,Yes,5.143035084424617,3.5197580855828448,0,2295.3647161120934,77.68817713345489
287,53,132.03213073175726,1140.657310291039,1,DSL,No,No,1,5,40,Bank transfer,Yes,2.0441564841070283,2.458272132149991,0,5508.311378025613,130.08558585231376
288,36,142.99501007737226,5835.241288883834,12,Fiber optic,No,No,2,8,51,Credit card,No,7.056260418582788,1.305856359381094,0,7520.245174513438,71.45352484690468
289,43,68.53021111636788,6560.504105869866,24,Fiber optic,No,Yes,4,6,5,Electronic check,No,4.892026236446924,1.7570669837045823,1,483.6005698923573,27.43052934251679
290,20,55.19680750866199,1786.7397938543081,24,Fiber optic,Yes,Yes,2,4,32,Bank transfer,No,8.350908158166249,8.96158113731334,0,1604.6835011762228,77.53409795671263
291,36,103.71994062107206,4096.236274319449,24,Fiber optic,Yes,No,0,1,1,Bank transfer,No,2.766584801287685,1.842545214904722,0,246.93080759950692,88.41494794602615
292,37,73.13544224275253,6741.55392128848,12,No,Yes,No,0,0,54,Check,Yes,2.845495840769522,3.079989322274068,0,4196.447338310503,82.69247295374092
293,49,23.300226235844832,5889.132203653379,24,Fiber optic,Yes,No,1,1,11,Electronic check,Yes,6.81183614377619,2.593673562487546,0,570.4739185457331,158.23204860494226
294,24,40.29983765760475,4383.6739233856015,12,DSL,No,Yes,4,0,53,Credit card,Yes,8.614030810576573,2.4179078157621308,0,1831.1428288597788,161.26761246885664
295,69,113.07638975016168,4763.746754624306,12,Fiber optic,No,No,4,2,8,Credit card,No,5.249780547563578,2.5201627514564353,0,861.0842966193816,95.39164886468446
296,58,105.66011244831968,4116.048320638612,1,No,No,No,2,5,25,Electronic check,Yes,7.542584818597899,1.211774090391859,1,1680.2501309431668,111.46956030042084
297,50,23.522479025452853,2450.6327654186825,12,DSL,No,No,1,7,40,Electronic check,No,9.99396929343777,1.285517253822666,0,1313.724014036537,168.2961265530536
298,57,48.85638105128343,4563.673743586227,1,Fiber optic,No,No,4,2,32,Bank transfer,Yes,9.912390757560352,1.2617076208805116,1,1192.5944023196416,111.47814489003532
299,56,50.03972355644928,5542.193886195716,12,DSL,Yes,Yes,0,9,28,Check,Yes,7.699031585395301,0.06764022835452217,0,1579.3618204570291,136.02091993108635
300,35,107.34605666783469,6999.251035300381,24,DSL,No,No,2,8,3,Check,Yes,7.65627840710424,0.5516791590204806,0,417.3092411438271,91.91828034354518
301,57,22.56236990806734,5126.70169643606,1,No,No,No,3,9,62,Check,Yes,3.228569984790151,0.33580563245848566,0,1473.9240511815465,95.65812303429853
302,18,33.5341156579946,6112.860142640948,1,Fiber optic,Yes,No,0,4,27,Electronic check,Yes,8.501856683893964,4.350936156604626,0,732.7634985738366,27.71827510381567
303,28,123.98909109851462,1364.5659161411268,1,No,Yes,No,1,6,45,Check,No,4.645919143424085,0.6430827437035121,0,5490.207214863781,0.0
304,45,43.21080606706337,3746.30404791634,24,No,No,No,4,7,25,Bank transfer,No,9.657945188801405,0.29802727452600203,0,1094.5732245768454,147.62478329813695
305,74,104.85699402074371,173.71979663403704,12,No,Yes,No,0,2,61,Electronic check,Yes,1.7328491983624197,0.2551371129504288,0,6266.559493137711,98.03643688416416
306,42,50.96376153607444,2048.7630297208216,12,DSL,No,No,3,1,44,Electronic check,No,4.922563319854534,2.407877840147752,0,2075.7711496349266,137.24219881872037
307,67,32.92738105871487,5839.047549392738,24,DSL,Yes,No,3,1,46,Check,Yes,6.0025643891514875,0.01220377927176278,0,1473.5240741116613,69.61658283560458
308,40,51.61238482992903,7935.298615659971,24,DSL,No,No,1,4,14,Credit card,No,4.646405863775484,1.2746848827953747,0,601.5445858833868,193.88345355435644
309,48,113.89470114123569,883.5069867390057,12,DSL,Yes,No,0,0,8,Credit card,Yes,2.89521271454449,0.2531027181831801,0,921.1210271653724,116.33576894837513
310,47,131.24054085381715,3271.805095304177,12,DSL,Yes,No,2,1,48,Bank transfer,No,6.336896399042589,3.7897567002669827,0,6210.971878089813,140.16474854534536
311,59,127.92858239370891,6420.56065272336,24,DSL,No,No,0,8,14,Check,Yes,7.803261231626238,6.36173267319468,1,1116.728375560346,116.06877745889585
312,52,71.63385885039912,1711.8815135683008,12,DSL,Yes,Yes,3,6,65,Check,Yes,6.803547364181768,6.37643216140746,1,3073.8157456303957,46.571794555667644
313,24,106.851067754184,4485.171099488061,1,DSL,No,No,1,5,7,Electronic check,Yes,3.1100396392723555,1.166663995570799,0,749.1766582884162,7.833888110658322
314,33,46.64795840405672,5891.263238634431,24,No,Yes,Yes,1,8,49,Electronic check,Yes,7.584471499316716,2.0685434616936957,0,2463.409616570262,160.9609748077017
315,43,58.10920493393172,4966.285057055415,12,Fiber optic,Yes,No,2,6,55,Check,Yes,3.312080254401069,1.8311026931274337,1,2367.378700745492,98.26752080692066
316,65,136.52365640774556,1585.3954034617875,1,No,Yes,No,1,4,13,Electronic check,Yes,2.57682126631636,0.8616855323390317,0,1469.4254962829118,98.2991991277568
317,74,21.690250056395683,2907.5380926173416,12,DSL,Yes,No,1,8,56,Check,No,7.216012138948499,1.1742059664453295,0,1386.6041553603397,61.797305422521646
318,69,31.11610901108085,6291.9550974346375,1,No,No,No,1,5,56,Bank transfer,No,8.585085215025362,0.13297138539020495,0,1871.2639110112063,200.0
319,66,47.025213168983555,4478.389461642932,1,DSL,Yes,No,1,5,15,Electronic check,No,5.33385502926917,3.17632208465268,0,882.8328788142451,117.96446991121583
320,19,23.449186503596565,141.31394698901062,24,Fiber optic,No,No,1,3,57,Check,No,5.78252613824594,0.5509893156456063,0,1553.3260967656693,157.4046506127587
321,18,43.58660656167365,6111.827004221941,1,No,Yes,Yes,3,0,58,Electronic check,No,3.7247281342410923,1.2343263113804959,0,2382.4924158204717,84.6484665636868
322,65,95.79540292605998,378.9597040278887,12,Fiber optic,Yes,No,0,4,35,Bank transfer,Yes,5.45156213599029,1.310241797899282,0,3292.8785490201353,77.14141972800844
323,29,74.78519157702473,5991.296883576734,12,No,No,Yes,4,8,16,Electronic check,Yes,2.187846982111665,1.6451989015194504,0,1554.6557680538338,83.12459391614954
324,22,136.04732244000672,1699.5964253053755,1,DSL,Yes,No,1,7,8,Check,No,9.60247746714691,3.4061420154313256,1,1108.0730819597325,163.35824196326968
325,54,126.26766302599732,7668.780492943104,24,DSL,No,No,4,7,45,Electronic check,No,8.203245882909366,2.354538713761496,1,3962.113673255445,75.55546836709728
326,49,64.43625572072388,3006.7319352864674,1,Fiber optic,Yes,No,4,4,40,Electronic check,Yes,7.011757547399663,2.175718911074623,1,1924.837445113967,105.77758699810322
327,72,53.72504634606802,2682.759769070825,12,DSL,No,Yes,3,8,54,Check,Yes,5.843749345159627,1.496243942714619,0,3039.27247697304,118.62717187388488
328,26,69.3600130617447,1276.215597626313,12,Fiber optic,No,Yes,1,2,14,Credit card,Yes,8.12952222605168,0.20175395228901769,0,1322.5691092951324,177.046480657392
329,58,96.73834252692501,2514.2733023726973,1,Fiber optic,No,No,4,2,59,Electronic check,No,5.452815156272239,1.028357383544179,0,5776.61828707619,0.0
330,52,54.848273306973915,7025.541018442785,1,Fiber optic,No,No,1,0,53,Electronic check,Yes,3.6997651733907926,6.30790216089352,1,1792.413559926326,40.08803214804976
331,36,101.13935802038742,7971.041267255254,24,Fiber optic,No,No,2,8,27,Bank transfer,No,2.4433681165000483,10.82883751363953,0,2635.561480850954,102.18940141560068
332,65,73.22351478486127,3009.6452910041016,24,No,Yes,No,2,5,47,Credit card,No,6.828270299216266,2.622360019249805,0,4068.212526797144,74.8201567168287
333,33,91.76613351075743,3644.0239845408864,1,No,Yes,No,2,1,6,Bank transfer,No,9.364831705238627,0.516285280147494,0,298.8725495909559,89.48802371985012
334,20,76.69644878759117,5804.360411801623,12,Fiber optic,No,Yes,4,7,55,Check,Yes,2.3825669815391604,0.21492688608403912,0,4228.36050764303,56.665747339615784
335,37,58.2805487404493,7100.946665674089,24,DSL,Yes,No,2,8,44,Check,Yes,2.6201624054572608,1.0714814156104473,0,3027.0508326302593,13.014103886610869
336,41,143.29892990508037,4785.050240075595,24,Fiber optic,No,No,3,8,18,Bank transfer,Yes,4.9024543006858154,3.8838428621867456,0,2419.4320899345557,46.26257376403187
337,71,119.2687532407689,3193.0530156048517,12,DSL,No,Yes,3,1,16,Electronic check,Yes,8.262094131277202,2.5592918775840374,0,1362.9201515870348,160.71024552615242
